6	0
7	0
21	0
22	0
23	0
24	0
25	0
27	0
28	0
30	0
31	0
32	0
36	0
38	0
39	0
40	0
41	0
42	0
48	0
69	0
70	0
74	0
75	0
78	0
79	0
81	0
82	0
83	0
84	0
88	0
94	0
95	0
96	0
97	0
100	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
112	0
114	0
118	0
122	0
124	0
130	0
131	0
134	0
136	0
137	0
138	0
139	0
145	0
146	0
147	0
150	0
155	0
158	0
159	0
162	0
167	0
169	0
170	0
172	0
179	0
180	0
185	0
190	0
230	0
231	0
241	0
244	0
245	0
251	0
253	0
255	0
259	0
272	0
279	0
281	0
284	0
285	0
287	0
290	0
293	0
294	0
295	0
297	0
298	0
300	0
301	0
302	0
303	0
304	0
305	0
308	0
315	0
316	0
319	0
320	0
323	0
327	0
330	0
331	0
332	0
335	0
337	0
344	0
345	0
347	0
351	0
353	0
354	0
355	0
356	0
357	0
359	0
361	0
362	0
363	0
364	0
366	0
367	0
368	0
379	0
386	0
387	0
391	0
397	0
398	0
407	0
408	0
417	0
419	0
425	0
428	0
429	0
431	0
433	0
435	0
437	0
438	0
439	0
444	0
454	0
457	0
458	0
459	0
460	0
462	0
463	0
465	0
467	0
468	0
470	0
471	0
472	0
473	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
501	0
502	0
503	0
505	0
506	0
508	0
509	0
511	0
512	0
513	0
515	0
521	0
530	0
545	0
552	0
554	0
562	0
565	0
566	0
568	0
570	0
577	0
584	0
585	0
626	0
628	0
629	0
631	0
633	0
634	0
638	0
643	0
646	0
647	0
648	0
655	0
657	0
658	0
659	0
661	0
662	0
664	0
666	0
671	0
672	0
676	0
682	0
685	0
701	0
703	0
704	0
705	0
709	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
722	0
725	0
734	0
735	0
738	0
741	0
747	0
749	0
753	0
758	0
760	0
762	0
766	0
767	0
768	0
769	0
770	0
772	0
776	0
782	0
783	0
784	0
785	0
790	0
793	0
796	0
802	0
803	0
809	0
811	0
812	0
816	0
820	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
845	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
873	0
874	0
879	0
889	0
890	0
891	0
892	0
893	0
894	0
896	0
897	0
898	0
899	0
900	0
914	0
929	0
932	0
933	0
934	0
935	0
936	0
937	0
939	0
940	0
942	0
943	0
951	0
952	0
953	0
957	0
961	0
962	0
963	0
965	0
968	0
970	0
971	0
974	0
976	0
982	0
987	0
989	0
1003	0
1005	0
1007	0
1013	0
1014	0
1016	0
1017	0
1020	0
1022	0
1027	0
1028	0
1029	0
1030	0
1035	0
1041	0
1043	0
1055	0
1060	0
1075	0
1077	0
1079	0
1082	0
1083	0
1087	0
1090	0
1091	0
1092	0
1094	0
1097	0
1098	0
1102	0
1103	0
1104	0
1105	0
1106	0
1108	0
1110	0
1112	0
1113	0
1114	0
1115	0
1117	0
1118	0
1125	0
1128	0
1131	0
1132	0
1133	0
1138	0
1147	0
1153	0
1156	0
1157	0
1163	0
1164	0
1165	0
1166	0
1167	0
1168	0
1175	0
1180	0
1182	0
1184	0
1185	0
1187	0
1194	0
1200	0
1201	0
1202	0
1203	0
1204	0
1207	0
1212	0
1213	0
1214	0
1219	0
1222	0
1224	0
1226	0
1227	0
1228	0
1229	0
1241	0
1242	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1253	0
1254	0
1255	0
1266	0
1271	0
1278	0
1281	0
1284	0
1286	0
1287	0
1288	0
1289	0
1291	0
1293	0
1294	0
1295	0
1296	0
1305	0
1308	0
1309	0
1311	0
1319	0
1329	0
1332	0
1333	0
1337	0
1341	0
1347	0
1352	0
1361	0
1362	0
1372	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1387	0
1388	0
1389	0
1390	0
1392	0
1397	0
1399	0
1404	0
1407	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1420	0
1441	0
1449	0
1453	0
1456	0
1458	0
1459	0
1467	0
1472	0
1476	0
1478	0
1489	0
1490	0
1496	0
1497	0
1499	0
1500	0
1502	0
1504	0
1505	0
1507	0
1509	0
1510	0
1511	0
1512	0
1515	0
1517	0
1519	0
1520	0
1526	0
1528	0
1534	0
1535	0
1543	0
1545	0
1550	0
1553	0
1555	0
1556	0
1558	0
1565	0
1566	0
1567	0
1570	0
1573	0
1575	0
1577	0
1583	0
1586	0
1588	0
1594	0
1600	0
1601	0
1603	0
1610	0
1612	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1624	0
1627	0
1632	0
1637	0
1638	0
1643	0
1644	0
1645	0
1647	0
1648	0
1649	0
1651	0
1653	0
1665	0
1669	0
1670	0
1671	0
1675	0
1677	0
1680	0
1681	0
1682	0
1685	0
1687	0
1689	0
1690	0
1691	0
1694	0
1696	0
1698	0
1699	0
1700	0
1701	0
1702	0
1704	0
1705	0
1707	0
1708	0
1710	0
1711	0
1712	0
1713	0
1715	0
1716	0
1719	0
1720	0
1721	0
1723	0
1726	0
1729	0
1732	0
1735	0
1736	0
1744	0
1749	0
1750	0
1751	0
1752	0
1755	0
1756	0
1758	0
1759	0
1760	0
1761	0
1762	0
1766	0
1776	0
1781	0
1782	0
1793	0
1797	0
1800	0
1803	0
1804	0
1806	0
1813	0
1814	0
1815	0
1816	0
